GGBS_kg_m3,GGBS_CaO_%,GGBS_SiO2_%,GGBS_Al2O3_%,GGBS_MgO_%,GGBS_Fe2O3_%,GGBS_SO3_%,FlyAsh_kg_m3,FA_CaO_%,FA_SiO2_%,FA_Al2O3_%,FA_MgO_%,FA_Fe2O3_%,FA_SO3_%,SF_kg_m3,SF_CaO_%,SF_SiO2_%,SF_Al2O3_%,SF_MgO_%,SF_Fe2O3_%,SF_SO3_%,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,Total Na2SiO3 (kg in 1m3 of mix),Coarse Aggregate (kg/m3),Fine Aggregates (kg/m3),Water (kg/m3),Activator_Binder_Ratio,Water_Binder_Ratio,Superplasticizer_%,SiO2 to Na2O (silicate modulus),Curing_Temperature,Relative Humidity,Condition,Length (mm),Breadth (mm),height (mm),CS 7 day (Mpa),CS 28 day (Mpa)
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,10.0,113.0,0.0,1125.0,64.0,0.42,0.12,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,52.04,64.27
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,10.0,113.0,0.0,1069.0,64.0,0.42,0.12,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,45.62,50.48
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,10.0,113.0,0.0,1012.0,64.0,0.42,0.12,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,35.23,41.78
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,10.0,113.0,0.0,956.0,64.0,0.42,0.12,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,29.81,35.24
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,0.0,1125.0,203.0,0.13,0.4,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,49.78,63.29
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,0.0,1069.0,203.0,0.13,0.4,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,39.14,47.47
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,0.0,1012.0,203.0,0.13,0.4,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,32.16,40.73
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,0.0,956.0,203.0,0.13,0.4,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,27.04,35.1
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,43.0,0.0,1125.0,203.0,0.14,0.4,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,13.74,18.56
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,43.0,0.0,1069.0,203.0,0.14,0.4,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,11.42,16.04
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,43.0,0.0,1012.0,203.0,0.14,0.4,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,11.12,15.27
225.0,37.14,33.21,15.76,8.51,0.71,1.01,225.0,4.87,56.74,24.58,1.2,6.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,43.0,0.0,956.0,203.0,0.14,0.4,2.0,2.0,80.0,70.0,1,70.7,70.7,70.7,10.44,13.82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.82,19.1,36.7,18.7,0.63,17.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.18,0.0,0.0,50.0,0.1,0.25,0.0,0.0,30.0,65.0,0,50.0,50.0,50.0,34.0,12.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.91,19.1,36.7,18.7,0.63,17.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.09,0.0,0.0,50.0,0.15,0.25,0.0,0.0,30.0,65.0,0,50.0,50.0,50.0,34.0,38.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.67,19.1,36.7,18.7,0.63,17.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.33,0.0,0.0,50.0,0.2,0.25,0.0,0.0,30.0,65.0,0,50.0,50.0,50.0,34.0,86.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,19.1,36.7,18.7,0.63,17.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,0.0,0.0,50.0,0.25,0.25,0.0,0.0,30.0,65.0,0,50.0,50.0,50.0,34.0,36.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.61,19.1,36.7,18.7,0.63,17.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.72,0.0,0.0,41.67,0.2,0.2,0.0,0.0,30.0,65.0,0,50.0,50.0,50.0,34.0,62.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.67,19.1,36.7,18.7,0.63,17.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.33,0.0,0.0,50.0,0.2,0.25,0.0,0.0,30.0,65.0,0,50.0,50.0,50.0,34.0,83.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.26,19.1,36.7,18.7,0.63,17.2,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.05,0.0,0.0,57.69,0.2,0.3,0.0,0.0,30.0,65.0,0,50.0,50.0,50.0,34.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,21.93,34.9,13.11,8.29,5.43,2.81,375.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,14.13
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,8.29,5.43,2.81,250.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,8.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,9.39
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,8.29,5.43,2.81,250.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,9.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,12.32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,8.29,5.43,2.81,250.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,21.31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,8.29,5.43,2.81,250.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,11.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,13.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,8.29,5.43,2.81,250.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,12.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,16.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,21.93,34.9,13.11,8.29,5.43,2.81,125.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,19.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,21.93,34.9,13.11,8.29,5.43,2.81,0.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,19.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,51.04,24.89,3.65,11.79,0.32,500.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,7.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,3.12,51.04,24.89,3.65,11.79,0.32,375.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,12.63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3.12,51.04,24.89,3.65,11.79,0.32,250.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,20.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,3.12,51.04,24.89,3.65,11.79,0.32,125.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,31.91
0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3.12,51.04,24.89,3.65,11.79,0.32,0.0,0.19,78.02,1.68,14.32,0.32,0.3,100.0,10.0,100.0,0.0,0.0,136.0,0.4,0.27,0.0,3.02,65.0,65.0,1,50.0,50.0,50.0,34.0,13.6
0.0,34.54,41.36,15.77,8.21,0.84,1.01,159.2,4.59,56.45,30.27,1.06,3.58,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53,12.0,53.07,398.1,358.3,46.95,0.5,0.3,2.0,1.31,24.0,65.0,0,100.0,100.0,100.0,18.3,23.33
31.8,34.54,41.36,15.77,8.21,0.84,1.01,127.4,4.59,56.45,30.27,1.06,3.58,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53,12.0,53.07,398.1,358.3,46.95,0.5,0.3,2.0,1.31,24.0,65.0,0,100.0,100.0,100.0,30.18,40.21
47.7,34.54,41.36,15.77,8.21,0.84,1.01,111.5,4.59,56.45,30.27,1.06,3.58,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53,12.0,53.07,398.1,358.3,46.95,0.5,0.3,2.0,1.31,24.0,65.0,0,100.0,100.0,100.0,35.6,45.6
63.7,34.54,41.36,15.77,8.21,0.84,1.01,95.5,4.59,56.45,30.27,1.06,3.58,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53,12.0,53.07,398.1,358.3,46.95,0.5,0.3,2.0,1.31,24.0,65.0,0,100.0,100.0,100.0,38.03,48.17
0.0,34.54,41.36,15.77,8.21,0.84,1.01,159.2,4.59,56.45,30.27,1.06,3.58,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92,8.0,49.68,398.1,358.3,84.27,0.5,0.53,2.0,1.43,24.0,65.0,0,100.0,100.0,100.0,15.33,20.01
31.8,34.54,41.36,15.77,8.21,0.84,1.01,127.4,4.59,56.45,30.27,1.06,3.58,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92,8.0,49.68,398.1,358.3,84.27,0.5,0.53,2.0,1.43,24.0,65.0,0,100.0,100.0,100.0,25.16,35.66
47.7,34.54,41.36,15.77,8.21,0.84,1.01,111.5,4.59,56.45,30.27,1.06,3.58,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92,8.0,49.68,398.1,358.3,84.27,0.5,0.53,2.0,1.43,24.0,65.0,0,100.0,100.0,100.0,30.45,40.18
63.7,34.54,41.36,15.77,8.21,0.84,1.01,95.5,4.59,56.45,30.27,1.06,3.58,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92,8.0,49.68,398.1,358.3,84.27,0.5,0.53,2.0,1.43,24.0,65.0,0,100.0,100.0,100.0,33.2,43.65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.0,112.5,1243.0,533.0,26.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,11.01,22.45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.22,8.0,120.5,1215.0,521.0,28.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,13.13,25.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.42,8.0,128.5,1186.0,508.0,28.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,16.33,27.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,12.0,112.5,1239.0,531.0,30.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,14.6,30.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.22,12.0,120.5,1210.0,519.0,30.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,17.2,35.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.42,12.0,128.5,1181.0,506.0,32.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,20.14,38.61
0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,16.0,112.5,1236.0,530.0,32.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,19.17,33.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.22,16.0,120.5,1207.0,517.0,34.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,21.0,38.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1.1,62.55,29.02,0.63,4.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.42,16.0,128.5,1178.0,505.0,36.0,0.45,0.1,2.0,2.0,27.0,65.0,0,150.0,150.0,150.0,25.3,41.27
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,101.0,115.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,115.0,140.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,122.0,147.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,123.0,144.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,126.0,152.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,127.0,150.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,129.0,162.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,123.0,145.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,127.0,153.0
860.0,39.0,36.0,11.0,12.5,1.5,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.59,95.1,1.22,0.95,0.95,0.0,27.06,14.0,99.0,1210.0,850.0,119.50999999999999,0.33,0.3,0.0,3.5,20.0,65.0,0,70.5,70.5,70.5,128.0,154.0
0.0,39.7,34.0,14.3,9.0,0.5,0.35,500.0,1.4,51.75,34.75,1.35,6.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,25.0,0.45,0.05,0.9,2.5,27.0,55.0,0,100.0,100.0,100.0,19.65,20.0
0.0,39.7,34.0,14.3,9.0,0.5,0.35,0.0,1.4,51.75,34.75,1.35,6.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,25.0,0.45,0.05,0.9,2.5,27.0,55.0,0,100.0,100.0,100.0,37.05,41.35
475.0,39.7,34.0,14.3,9.0,0.5,0.35,0.0,1.4,51.75,34.75,1.35,6.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,25.0,0.45,0.05,0.9,2.5,27.0,55.0,0,100.0,100.0,100.0,38.27,42.6
425.0,39.7,34.0,14.3,9.0,0.5,0.35,0.0,1.4,51.75,34.75,1.35,6.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,25.0,0.45,0.05,0.9,2.5,27.0,55.0,0,100.0,100.0,100.0,33.53,39.31
375.0,39.7,34.0,14.3,9.0,0.5,0.35,0.0,1.4,51.75,34.75,1.35,6.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,25.0,0.45,0.05,0.9,2.5,27.0,55.0,0,100.0,100.0,100.0,27.81,31.59
225.0,34.12,36.4,11.39,1.69,10.3,0.49,225.0,1.6,62.33,21.14,7.15,2.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,742.88,865.61,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,60.7
225.0,34.12,36.4,11.39,1.69,10.3,0.49,225.0,1.6,62.33,21.14,7.15,2.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,740.34,862.65,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,58.4
225.0,34.12,36.4,11.39,1.69,10.3,0.49,225.0,1.6,62.33,21.14,7.15,2.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,737.8,859.69,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,57.7
225.0,34.12,36.4,11.39,1.69,10.3,0.49,225.0,1.6,62.33,21.14,7.15,2.4,0.1,39.2,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,742.88,865.61,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,63.8
225.0,34.12,36.4,11.39,1.69,10.3,0.49,225.0,1.6,62.33,21.14,7.15,2.4,0.1,39.2,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,742.88,865.61,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,60.2
222.8,34.12,36.4,11.39,1.69,10.3,0.49,222.8,1.6,62.33,21.14,7.15,2.4,0.1,39.2,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,742.54,865.22,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,58.0
220.5,34.12,36.4,11.39,1.69,10.3,0.49,220.5,1.6,62.33,21.14,7.15,2.4,0.1,78.4,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,742.21,864.83,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,65.1
222.8,34.12,36.4,11.39,1.69,10.3,0.49,222.8,1.6,62.33,21.14,7.15,2.4,0.1,78.4,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,742.54,865.22,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,61.7
220.5,34.12,36.4,11.39,1.69,10.3,0.49,220.5,1.6,62.33,21.14,7.15,2.4,0.1,78.4,0.0,0.0,0.0,0.0,0.0,0.0,64.3,12.0,160.7,742.21,864.83,36.0,0.5,0.08,5.0,2.5,70.0,65.0,1,100.0,100.0,100.0,34.0,59.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,3.47,16.91,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,8.0,0.0,1092.0,585.0,135.4,0.6,0.35,0.0,3.3,26.0,65.0,0,150.0,150.0,150.0,34.0,23.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,3.47,16.91,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,10.0,0.0,1092.0,585.0,135.4,0.6,0.35,0.0,3.3,26.0,65.0,0,150.0,150.0,150.0,34.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,3.47,16.91,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,12.0,0.0,1092.0,585.0,135.4,0.6,0.35,0.0,3.3,26.0,65.0,0,150.0,150.0,150.0,34.0,28.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,3.47,16.91,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,14.0,0.0,1092.0,585.0,135.4,0.6,0.35,0.0,3.3,26.0,65.0,0,150.0,150.0,150.0,34.0,31.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,3.47,16.91,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,16.0,0.0,1092.0,585.0,135.4,0.6,0.35,0.0,3.3,26.0,65.0,0,150.0,150.0,150.0,34.0,32.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,3.47,16.91,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,18.0,0.0,1092.0,585.0,135.4,0.6,0.35,0.0,3.3,26.0,65.0,0,150.0,150.0,150.0,34.0,30.3
379.31,37.71,35.85,13.39,9.1,1.06,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,94.0,1.2,0.95,1.6,0.0,28.45,4.0,142.23,1108.8,739.2,254.0,0.45,0.48,0.0,2.35,23.0,65.0,0,100.0,100.0,100.0,52.1,62.5
360.34,37.71,35.85,13.39,9.1,1.06,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97,0.95,94.0,1.2,0.95,1.6,0.0,27.03,4.0,135.17,1108.8,739.2,241.3,0.45,0.48,0.0,2.35,23.0,65.0,0,100.0,100.0,100.0,59.0,71.9
341.38,37.71,35.85,13.39,9.1,1.06,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93,0.95,94.0,1.2,0.95,1.6,0.0,25.6,4.0,127.99,1108.8,739.2,228.6,0.45,0.48,0.0,2.35,23.0,65.0,0,100.0,100.0,100.0,63.0,72.2
322.41,37.71,35.85,13.39,9.1,1.06,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.9,0.95,94.0,1.2,0.95,1.6,0.0,24.18,4.0,120.92,1108.8,739.2,215.9,0.45,0.48,0.0,2.35,23.0,65.0,0,100.0,100.0,100.0,66.0,71.0
303.49,37.71,35.85,13.39,9.1,1.06,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.86,0.95,94.0,1.2,0.95,1.6,0.0,22.76,4.0,113.82,1108.8,739.2,203.3,0.45,0.48,0.0,2.35,23.0,65.0,0,100.0,100.0,100.0,67.5,80.3
284.48,37.71,35.85,13.39,9.1,1.06,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.83,0.95,94.0,1.2,0.95,1.6,0.0,21.34,4.0,106.69,1108.8,739.2,190.6,0.45,0.48,0.0,2.35,23.0,65.0,0,100.0,100.0,100.0,69.2,84.0
265.52,37.71,35.85,13.39,9.1,1.06,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.79,0.95,94.0,1.2,0.95,1.6,0.0,19.91,4.0,99.55,1108.8,739.2,177.9,0.45,0.48,0.0,2.35,23.0,65.0,0,100.0,100.0,100.0,71.3,88.0
379.31,37.71,35.85,13.39,9.1,1.06,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,94.0,1.2,0.95,1.6,0.0,28.45,6.0,142.23,1108.8,739.2,254.0,0.45,0.48,0.0,2.35,23.0,65.0,0,100.0,100.0,100.0,48.5,58.4
